사업장명,도로명전체주소
빈센트,제주특별자치도 제주시 복지로북길 14 (도남동)
선진횟집,제주특별자치도 제주시 조천읍 조함해안로 480
어진이네놀이터어진아놀자,제주특별자치도 제주시 남광로2길 49-27 (이도이동)
남해횟집,제주특별자치도 제주시 국기중길 3 (연동)
킴스드림,"제주특별자치도 제주시 애월읍 평화로 2175, 1층"
맵수다한라대점,제주특별자치도 제주시 한라대학로 72 (노형동)
그대와함께라면,"제주특별자치도 제주시 우도면 우도해안길 108, 1층"
통큰코다리아라점,"제주특별자치도 제주시 인다2길 28, 1층 (아라일동)"
썬더치킨우도야사랑해점,"제주특별자치도 제주시 우도면 우도해안길 816, 1동 1층"
흙먹는고양이,"제주특별자치도 제주시 구좌읍 세화7길 37, 1층"
에스,"제주특별자치도 제주시 수덕9길 71-2, 1층 (노형동)"
회마루,"제주특별자치도 제주시 동화로1길 49-17, 1층 (화북일동)"
협재더꽃돈,"제주특별자치도 제주시 한림읍 한림로 366, 1층"
돌코지,"제주특별자치도 제주시 조천읍 신촌9길 26, 1층"
진심칼국수,"제주특별자치도 제주시 애월읍 중산간서로 6703, 1층"
해변스낵,"제주특별자치도 제주시 애월읍 곽지1길 5-4, 1층"
에스엠엠티푸드,"제주특별자치도 제주시 연삼로 462, 1층 (이도이동)"
부두분식,제주특별자치도 제주시 추자면 대서1길 3-2
와인을마시다,"제주특별자치도 제주시 광양14길 7, 1층 (이도이동)"
양식판다,"제주특별자치도 제주시 구좌읍 비자림로 2228, A동 1층"
부어치킨삼화점,"제주특별자치도 제주시 화삼로 19, 삼화빌딩 1층 (화북일동)"
예쓰커피,"제주특별자치도 제주시 연사길 51-15, 1층 (오라이동)"
인사이드무드,"제주특별자치도 제주시 구남로6길 26, 1층 (이도이동)"
쎄시봉,"제주특별자치도 제주시 구좌읍 세화4길 10, 2층"
김은정도시락,"제주특별자치도 제주시 신대로20길 49, 1층 (연동)"
이호모메존흑돼지,"제주특별자치도 제주시 대동길 2, 1층 (이호이동)"
제마닭이도이동점,"제주특별자치도 제주시 신성로12길 38, 1층 (이도이동, 명보원룸)"
리릭스,"제주특별자치도 제주시 은수길 117-6, 1층 (연동)"
거천시스템(주),"제주특별자치도 제주시 한경면 일주서로 4408, 1층"
명성숯불돼지갈비,"제주특별자치도 제주시 연삼로 776, 1층 (화북이동)"
에이치,"제주특별자치도 제주시 신설로6길 23, 1층 (이도이동)"
제이스카페,"제주특별자치도 제주시 구좌읍 일주동로 2253, 1층"
더블디에프앤비,"제주특별자치도 제주시 신성로12길 38, 1층 (이도이동, 명보원룸)"
강포차,"제주특별자치도 제주시 정존9길 17, 1층 (노형동)"
제주돼지마당,"제주특별자치도 제주시 중앙로2길 7-1, 1층 (삼도이동)"
또띠네칼국수,"제주특별자치도 제주시 신성로12길 38, 1층 101호 (이도이동, 명보원룸)"
장땡정식뷔페,"제주특별자치도 제주시 우도면 우도해안길 46, 1층"
요놈의돼지새끼,"제주특별자치도 제주시 구좌읍 해맞이해안로 1142, 1층"
해남양푼이찌개마을,"제주특별자치도 제주시 한림읍 한림로 653-2, 1층"
제주인해물,"제주특별자치도 제주시 동문로14길 17, 1층 (일도이동)"
부두분식,"제주특별자치도 제주시 추자면 추자로 16, 1층"
메누리아강발,"제주특별자치도 제주시 고마로 102, 1층 (일도이동)"
도두랑,"제주특별자치도 제주시 서해안로 228, 1층 (도두일동)"
제주야놀자,"제주특별자치도 제주시 서문로 21, A동 (용담일동)"
아이엠더그라스,제주특별자치도 제주시 구좌읍 월정5길 48-2
마라신화마라탕노형점,"제주특별자치도 제주시 오광로 189, 1층 (노형동)"
곱도리식당연동점,"제주특별자치도 제주시 신대로14길 41, 1층 (연동)"
델리퀸도남점,"제주특별자치도 제주시 도남로 47, 1층 (도남동)"
아키라의다락방,"제주특별자치도 제주시 한림읍 한림상로 15-5, 다동 2층"
오드카이,"제주특별자치도 제주시 구좌읍 월정7길 28-15, 2층"
사부작10,"제주특별자치도 제주시 한림읍 금능5길 21, 1층"
제주해물상회,"제주특별자치도 제주시 한림읍 한림로 16-3, 1층"
하람이네띵동김밥앤도시락,"제주특별자치도 제주시 다랑곶6길 29, 1층 (노형동)"
꼬꼬뽀끔,"제주특별자치도 제주시 진남로 31, 1층 102호 (화북일동)"
건입동새마을부녀회,
구좌해녀회,제주특별자치도 제주시 구좌읍 해맞이해안로 1172
씨사이드모던펍애월하귀점,"제주특별자치도 제주시 애월읍 하귀14길 5-3, 1호동 1층"
애월더팬션,"제주특별자치도 제주시 애월읍 신엄안3길 136-14, 1층"
건미담,"제주특별자치도 제주시 조천읍 신북로 60, 1층 101,102호 (에스디빌 101)"
나무바,"제주특별자치도 제주시 노연로 83, 2층 (연동)"
로또하우스,"제주특별자치도 제주시 원노형남2길 25, 1층 (노형동)"
돌담치킨,"제주특별자치도 제주시 성신로1길 21, 1층 (연동)"
멕신엄,"제주특별자치도 제주시 애월읍 일주서로 6531, 1층"
허니봉봉,"제주특별자치도 제주시 동문로4길 9, 동문공설시장, 동문공영주차장 지하1층 A-3호 (일도일동)"
피자랑술이랑,"제주특별자치도 제주시 서사로 97, 1층 101호 (삼도일동, 레미안빌)"
쉼,"제주특별자치도 제주시 원노형10길 20, 103동 1층 104호 (노형동, 노형해모로루엔)"
피슈마라홍탕제주삼화점,"제주특별자치도 제주시 건주로4길 34, 에이플러스타워 1층 101호 (도련일동)"
불닭집,"제주특별자치도 제주시 삼봉로 141, 1층 (도련일동)"
오각집,"제주특별자치도 제주시 관덕로15길 11-1, 1층 (일도일동)"
황기순칼국수제주하귀점,"제주특별자치도 제주시 애월읍 하귀9길 2, 1층 108호"
행복한찜닭신제주점,"제주특별자치도 제주시 수덕9길 86-3, 1층 (노형동, 인형주택)"
윤가우동노형점,"제주특별자치도 제주시 노형4길 18, 황금빌 1층 (노형동)"
엠카페,"제주특별자치도 제주시 한경면 저지12길 60-25, 1층"
에이블루카페,"제주특별자치도 제주시 구좌읍 일주동로 2253, 1층"
작업실사월,"제주특별자치도 제주시 중앙로 57, 3층 (일도일동)"
금거북이,"제주특별자치도 제주시 애월읍 하광로 42, 1층"
서우봉통돼지바베큐,
올래포차,
과물식당,
큰손분식떡볶이상추튀김김치찌개,"제주특별자치도 제주시 노형로 121, 1층 (해안동)"
청년주방,"제주특별자치도 제주시 용남1길 16, 1층 (용담일동)"
바다주옥,"제주특별자치도 제주시 한림읍 한림해안로 279, 1동 1층"
돈통흑돼지,"제주특별자치도 제주시 월광로 165, 1층 (노형동)"
숨맥,"제주특별자치도 제주시 애월읍 애월해안로 927, 1층"
사단법인전국한우협회제주도지회,
바람아래,"제주특별자치도 제주시 한경면 판포4길 23, 1층"
티바두마리치킨칠성점,"제주특별자치도 제주시 관덕로 59, 1층 (일도일동)"
김박사딜리버리,"제주특별자치도 제주시 다랑곶2길 44, 1층 (노형동)"
부향순죽이도점,"제주특별자치도 제주시 중앙로 354, 1층 (이도이동)"
함덕주물럭,"제주특별자치도 제주시 조천읍 함와로 10, 1층"
기승전복,"제주특별자치도 제주시 조천읍 조함해안로 530, 1층 101호"
메종드쁘띠푸르3호점,"제주특별자치도 제주시 노형8길 12, 1층 (노형동)"
대마푸드,"제주특별자치도 제주시 신설로 46, 1층 (아라이동)"
신촌밥상,"제주특별자치도 제주시 조천읍 신촌3길 19, 1층"
정아칼국수,"제주특별자치도 제주시 구산로 16, 1층 (아라일동)"
그남자이야기파트1,"제주특별자치도 제주시 조천읍 함대로3길 24-9, 1층"
닭도리군,"제주특별자치도 제주시 오광로 112, 1층 (이호이동)"
돈통,"제주특별자치도 제주시 한경면 고조로 13, 1층"
야한고기,"제주특별자치도 제주시 연동8길 28, 지하1층 2호 (연동)"
해도막창식당,"제주특별자치도 제주시 서사로 91, 1층 (삼도일동)"
브라보유어라이프,"제주특별자치도 제주시 제주대학로 77, 1층 (아라일동)"
허황후김치찜,"제주특별자치도 제주시 애월읍 해암이길 186, 1층"
가인감자탕,"제주특별자치도 제주시 연동1길 37, 1층 101호 (연동, 이화주택)"
뉴운담풍경,"제주특별자치도 제주시 서광로 112, 2층 (오라삼동)"
해랑,"제주특별자치도 제주시 명림로 220, 1층 (봉개동)"
장복호,"제주특별자치도 제주시 동한두기길 17, 2층 (용담일동)"
식도락여행,
하귀당구카페,"제주특별자치도 제주시 애월읍 하귀9길 23, 3층"
호랑이막창외도점,"제주특별자치도 제주시 우정로15길 29, 1층 (외도일동)"
어디가맨,"제주특별자치도 제주시 중앙로 291, 복강빌딩 1층 (이도이동)"
요망진새우,"제주특별자치도 제주시 한림읍 한림로 158, 1층 부3호"
제주흑돼지왕돌구이집,"제주특별자치도 제주시 조천읍 조함해안로 530, 3층"
한림진감자탕뼈해장국,"제주특별자치도 제주시 한림읍 한림상로 98-1, 1층"
썸라이브카페,"제주특별자치도 제주시 원노형로 26, 서림빌딩 2층 (노형동)"
해향,"제주특별자치도 제주시 다랑곶2길 4, 1층 (노형동)"
이치류양심,"제주특별자치도 제주시 노연로 103, 1층 105호 (연동)"
슈퍼타이,"제주특별자치도 제주시 한림읍 한림로 158, 1층 부4호"
피카피카,"제주특별자치도 제주시 신성로13길 13-1, 1층 (이도이동)"
올래포차,
함덕풍물장터,
스텔라,"제주특별자치도 제주시 한림읍 한림해안로 592-8, 제2동 3층"
월정리한모살,
제주마당,
김씨네,
육이육이,
도레미,
벌집,
도반,
토크쇼세화점,
뚜껑,
부연각,
백조,
황궁,"제주특별자치도 제주시 구남로 44, 1층 (이도이동)"
행복을주는포차,제주특별자치도 제주시 우정로10길 4 (외도일동)
장수고을,
한영,
지앤비,
아라,제주특별자치도 제주시 인다7길 6 (아라일동)
지호탑동점,
주홍,
연선,
장은,
스모프사라봉점,
춘천불타는,
피자캠프,
진드르돼지마을,
메세지,
더크레이지케이준,
로제,
우정,
무궁화,
청솔바위,
지투겔랑,
서울식당,
백록광장,
나누리푸드,
멧돌,"제주특별자치도 제주시 북성로 4 (삼도이동,외1필지(북성로8))"
광주깍두기,
산마루,
수채,
퐁네프다리의여인,
미태산,
신제주3호점,
다정한편의점구내,
비룡,
스마일,
다랑곳,
(주)마마뷔페,"제주특별자치도 제주시 원노형로 54, 2층 (노형동)"
바닷가식당,"제주특별자치도 제주시 서부두길 10-4, 1층 (건입동)"
좋은시간을위하여,
모래알,
오마,
한잔더,
모이세무근성점,
제주시교육문화회관장,
늘정원,
오구십구,
완도,
이도김밥매니아,
상구비어일도점,제주특별자치도 제주시 천수로 25-1 (이도이동)
언제나영화처럼,
몽실,
선린지리조트한식당,제주특별자치도 제주시 조천읍 중산간동로 1513
꽃님이네,
강산면옥,
제주화림,"제주특별자치도 제주시 과원북4길 95 (연동,(과원3로109))"
웰빙황금돈,
흥부네,
별방촌,
청벽,
산과고인돌,
장,
아지랑이,
서쪽바당,
호프랜드,
김밥세상,
처가집양념통닭신광분점,
샘물식당,
차롱,
토리,"제주특별자치도 제주시 한경면 녹차분재로 626, 1층"
데이지,
신동양,
자갈집,
처갓집양념통닭인화체인점,
송원정,제주특별자치도 제주시 구좌읍 송당5길 61
마마,
시민,"제주특별자치도 제주시 고전길 19 (이도일동,(고전로30))"
교동숯불치킨,
성훈,
서부장례,
코보,
이도정,
부산집,
불타는조개구이,
육기,
청신호,
한영,
허수아비,
진현,
오거리,
블루아가베,"제주특별자치도 제주시 관덕로8길 9 (이도일동,(남문로13))"
피니치니노형점,
외도길,제주특별자치도 제주시 우정로13길 8 (외도일동)
명,
인성분식,
닭익는마을연동점,
우리두리,
선암,
케스팅,
하사분식,
동한두기,
인생뭐있어,
인어,
이서방서문1분점,
노형,
금덕편의점구내,
목동그릴식당,제주특별자치도 제주시 관덕로13길 3 (일도일동)
성원미락,
두발로,
티버,
스모프연동점,
르네상스제주호텔(양식),
일조해,
잔치마을,
하영식당,제주특별자치도 제주시 성신로2길 19 (연동)
협재회관,"제주특별자치도 제주시 한림읍 한림로 329-10, 1층"
탐라의계절,
청미촌,"제주특별자치도 제주시 수덕5길 61 (노형동,(수덕5로 87))"
일반천금투,"제주특별자치도 제주시 연북로 41 (노형동,메르헨하우스3)"
거멍,
다림방,
돈장군,
문화광장,"제주특별자치도 제주시 오현길 9, 지하층 (이도일동, 신세계아파트상가지하)"
홍도,
탑스인화동체인,
어머니,
남경반점,
용궁,
충미,
부어치킨중앙로점,"제주특별자치도 제주시 중앙로14길 25, 1층 (삼도이동)"
맛있는광령,"제주특별자치도 제주시 애월읍 하광로 392, 1층 1호"
들꽃향기,
옹포횟집,제주특별자치도 제주시 한림읍 옹포1길 24
박미,
비틀즈,
갈대숲,
평양,
맛있는윤정이네,
미꾸라,"제주특별자치도 제주시 광양6길 10, 1층 (이도일동)"
수,
이미지,
로즈마리,
천생연분,
닭이랑오리랑,
너랑나랑 야식,
동주,
미가,
샹파,
옛터,
구룡포과메기비바리보쌈,
우성,
에필로그,
김가네족발보쌈,
진가명가도남점,
다모아,
바다,
렉스,
인어공주,제주특별자치도 제주시 우도면 우도해안길 630
신연,
루비,
먹거리장터,
해주,
맛자랑,
온천삼계탕,
진미,
오고가네,
모모,제주특별자치도 제주시 한림읍 한림로 693
수느름,
솔밭이동,
올리브하우스,
노형골,"제주특별자치도 제주시 원노형남1길 24, 1층 (노형동)"
또맛나,
제주흑돈가,
향미,
금문도,
백림,
잭501,"제주특별자치도 제주시 연동7길 38, 3층 (연동)"
현대호텔구내,
학사촌,
발렌타인,
대장군,
바다코지,
일주,
애경,"제주특별자치도 제주시 관덕로2길 2 (삼도이동,(서성로2))"
감자바우,제주특별자치도 제주시 중앙로7길 25 (일도일동)
하늘정원,
남북회담,제주특별자치도 제주시 정존5길 31 (노형동)
텍사스,
친구들,
레드제플린,
우일,
수야,
옛사랑골,
일도바베큐,"제주특별자치도 제주시 연삼로 525, 1층 (일도이동)"
비자림 양푼이 국수,"제주특별자치도 제주시 구좌읍 비자림로 2235-2, 1층"
장혁씨네별난족발,"제주특별자치도 제주시 한경면 두신로 66, 1층"
파란당구클럽,"제주특별자치도 제주시 우정로15길 31, 3층 (외도일동)"
하하공방카페,"제주특별자치도 제주시 한림읍 한림중앙로 113, 1층"
아라가야,"제주특별자치도 제주시 도남로16길 15, 1층 102호 (도남동, 재영샤르빌)"
행복한제주,"제주특별자치도 제주시 신설로9길 20, 가동 101호 (이도이동, 영성빌라)"
문동일셰프의케이터링,"제주특별자치도 제주시 노형로 342, 1층 (노형동)"
제주돈복이,"제주특별자치도 제주시 구좌읍 해맞이해안로 486, 지하1층 B103호"
고가네코다리,"제주특별자치도 제주시 구좌읍 세화1길 20-20, 1층"
모아나디쉬,"제주특별자치도 제주시 애월읍 일주서로 7087-12, 1층"
옥분식,"제주특별자치도 제주시 조천읍 함덕8길 2, 1층"
아란8길,"제주특별자치도 제주시 아란8길 16, 1층 (아라일동)"
스모크팩토리,"제주특별자치도 제주시 1100로 3198-20, 1층 (노형동)"
찬늘마루,"제주특별자치도 제주시 애월읍 가문동남길 63, 2층"
성북동구포국수,"제주특별자치도 제주시 한림읍 동명북1길 11, 2층"
문어오빠,"제주특별자치도 제주시 한림읍 한림로 372-15, 1층"
하이리,"제주특별자치도 제주시 애월읍 애월북서길 54, 1층"
홍새우,"제주특별자치도 제주시 구좌읍 행원로1길 32-2, 1~2층"
스시아오라,"제주특별자치도 제주시 도두항서길 41, 1층 101호 (도두일동)"
남대문식,"제주특별자치도 제주시 용담로 96, 1층 (용담이동)"
샵제이엠티,"제주특별자치도 제주시 노형로 407, 노형타워 5층 518호 (노형동)"
신엄야타,"제주특별자치도 제주시 애월읍 신엄7길 13, 1층"
토리,"제주특별자치도 제주시 한림읍 한림상로 110, 나동 1층"
양원조,"제주특별자치도 제주시 일주서로 7895, 1층 (연동)"
점방,"제주특별자치도 제주시 선덕로5길 20-1, 1층 (연동)"
랍스타벅스,"제주특별자치도 제주시 한림읍 한림로 335, B동 1층"
명월리1928,"제주특별자치도 제주시 한림읍 명재로 142-11, 1층"
수영밥상,"제주특별자치도 제주시 애월읍 하귀9길 30, 1층"
김밥둘둘삼삼,"제주특별자치도 제주시 도남로 117, 울담빌딩 1층 104호 (도남동)"
어쿠스틱맨션라운지,"제주특별자치도 제주시 한림읍 수원7길 65, 1~2층"
한울타리영농조합법인,
동작그만간식특공대,"제주특별자치도 제주시 노형로 407, 노형타워 1층 104호 (노형동)"
간장남들여인숙,"제주특별자치도 제주시 구좌읍 행원로 151, 1층"
플로리안,"제주특별자치도 제주시 신산로 5, 1~2층 (일도이동)"
돌아볼고예쁠산,"제주특별자치도 제주시 한경면 고산로8길 4-1, 1층 101호"
멕시카나광령점,"제주특별자치도 제주시 애월읍 중산간서로 6703, 1층"
시장밥상,"제주특별자치도 제주시 동문로4길 3, 1층 (일도일동)"
다온얏트,"제주특별자치도 제주시 동광로1길 32, 2층 266호 (이도일동)"
보스톤2081스테이크,"제주특별자치도 제주시 한경면 낙수로 275, 1층"
명랑부대찌개,"제주특별자치도 제주시 애월읍 애월로11길 3, 1층"
윙스버거구제주점,"제주특별자치도 제주시 신성로12길 24, 1층 (이도이동)"
에그써티제주점,"제주특별자치도 제주시 구좌읍 해맞이해안로 820, 2동 1층"
알라카트,"제주특별자치도 제주시 용화로 63, 1층 (용담이동)"
설원이네,"제주특별자치도 제주시 연삼로 10, 정우빌딩 1층 (연동)"
도두랑,"제주특별자치도 제주시 서해안로 228, 1층 (도두일동)"
몬딱주크라,"제주특별자치도 제주시 한림읍 한수풀로4길 10, 한림민속오일장 풍물동 1층 14호"
참돈,"제주특별자치도 제주시 월랑로 56, 1층 (노형동)"
카페컴피,"제주특별자치도 제주시 조천읍 신북로 481-3, 2층"
케이엠지엠시청점,"제주특별자치도 제주시 광양14길 11, 2층 (이도이동)"
치킨의민족제주이도점,"제주특별자치도 제주시 서사로 96, 1층 (삼도일동, 서림아이빌)"
수타코,"제주특별자치도 제주시 동문로4길 9, 동문공설시장, 동문공영주차장 지하1층 B-3호 (일도일동)"
금송당,"제주특별자치도 제주시 구좌읍 중산간동로 2262, 1층"
아랑줍서,"제주특별자치도 제주시 서사로8길 1, 1층 (삼도일동)"
달오름,"제주특별자치도 제주시 노연로 134, 2층 (연동)"
레드카펫양고기제주애월하귀점,"제주특별자치도 제주시 애월읍 하귀14길 5-3, 2층"
대흘바다,"제주특별자치도 제주시 조천읍 중산간동로 669, 1층"
미미당외도점,"제주특별자치도 제주시 계명5길 27, 1층 (외도일동)"
징크스시,"제주특별자치도 제주시 애월읍 일주서로 7021, 2층"
빅,"제주특별자치도 제주시 애월읍 하귀로23길 1, 1층"
야심한밥,"제주특별자치도 제주시 남광로 72, 1층 (이도이동)"
과물식당,
용팔이네,
이호동주민자치위원회단밤1,
이호동주민자치위원회단밤2,
동문몬스터크랩회센터,"제주특별자치도 제주시 오현길 88, 1층 (이도일동)"
평대리서동청년회,
향촌마을식당,제주특별자치도 서귀포시 표선면 중산간동로 5269
앤그리고,"제주특별자치도 서귀포시 이중섭로 11, 1층 110호 (서귀동)"
구피풋,"제주특별자치도 서귀포시 이중섭로 11, 1층 119호 (서귀동)"
바다를본돼지,"제주특별자치도 서귀포시 칠십리로 123, 2층 (서귀동)"
성산플로우,제주특별자치도 서귀포시 성산읍 일출로 242-1
휴일로,"제주특별자치도 서귀포시 안덕면 난드르로 49-65, 가동"
샤르망,"제주특별자치도 서귀포시 태평로439번길 39, 2층 (서귀동)"
마린68,제주특별자치도 서귀포시 안덕면 사계남로 197
버거트레인,"제주특별자치도 서귀포시 대정읍 중산간서로 2215, 1층"
까사디노아,제주특별자치도 서귀포시 안덕면 대평로 42
처갓집양념치킨서귀포점,"제주특별자치도 서귀포시 이중섭로 11, 삼일아트리움 1층 102호 (서귀동)"
오른발왼발서귀포점,"제주특별자치도 서귀포시 이중섭로 11, 삼일아트리움 1층 108호 (서귀동)"
고기땡기네,"제주특별자치도 서귀포시 이중섭로 11, 삼일아트리움 1층 106호 (서귀동)"
통큰낙지서귀포점,"제주특별자치도 서귀포시 이중섭로 11, 삼일아트리움 1층 104~105호 (서귀동)"
고향길든솔,제주특별자치도 서귀포시 표선면 성읍이리로 32
섬사람,"제주특별자치도 서귀포시 김정문화로 52, 민우상가 3호 (법환동)"
썬앤문(SUN&MOON),"제주특별자치도 서귀포시 안덕면 사계남로 102, 1,2층"
이디야서귀포동홍점,"제주특별자치도 서귀포시 동홍동로 9, 1층 (동홍동)"
성산짬뽕,"제주특별자치도 서귀포시 성산읍 성산중앙로25번길 13, 1층"
투하포,"제주특별자치도 서귀포시 이중섭로 11, 2층 206호 (서귀동)"
성산해나,제주특별자치도 서귀포시 성산읍 성산중앙로 30-1
페를로,"제주특별자치도 서귀포시 안덕면 덕수회관로74번길 33, 1층"
한라막창,제주특별자치도 서귀포시 태평로 406 (서귀동)
비스트로가가,제주특별자치도 서귀포시 색달로 128 (색달동)
거기제주,제주특별자치도 서귀포시 대정읍 노을해안로 732
서울야시장,"제주특별자치도 서귀포시 성산읍 일주동로 5113-1, 주희망교회"
부에난소라법환어촌계,제주특별자치도 서귀포시 최영로 10 (법환동)
아노야2호점,"제주특별자치도 서귀포시 대청로25번길 10-14, 1층 (강정동)"
제주정돈,제주특별자치도 서귀포시 남원읍 위미해안로 20
허니문하우스,"제주특별자치도 서귀포시 칠십리로 228-13, 1층 (토평동)"
바른치킨(서귀포월드컵점),"제주특별자치도 서귀포시 선반로65번길 71, 1층 (강정동)"
모이세해장국중앙점,"제주특별자치도 서귀포시 일주동로 8642, 1층 (동홍동)"
집나간왕새우바람난조개남원점,제주특별자치도 서귀포시 남원읍 남원회관로 71
카페초가헌,제주특별자치도 서귀포시 표선면 중산간동로 4628
성산촌뚝배기,"제주특별자치도 서귀포시 성산읍 일출로 238-1, 1층"
딱새우701(숨비소리),제주특별자치도 서귀포시 월드컵로 192 (강정동)
우정곱창서귀포점,제주특별자치도 서귀포시 동홍남로 61 (동홍동)
열정돈,"제주특별자치도 서귀포시 성산읍 고성동서로 67, 1층"
무채색,"제주특별자치도 서귀포시 중문상로82번길 26, 2층 (중문동)"
문돈가,"제주특별자치도 서귀포시 안덕면 덕수회관로61번길 40, 1층"
큰돈가남쪽대표중문점,"제주특별자치도 서귀포시 천제연로 89, 1,2층 (색달동)"
당케축산정육식당,"제주특별자치도 서귀포시 표선면 민속해안로 580, 1층"
트라몬토제주모슬포본점,제주특별자치도 서귀포시 대정읍 하모항구로 38
산방도감산방산본점,"제주특별자치도 서귀포시 안덕면 화순로 82, 1층"
산방산우리동네,제주특별자치도 서귀포시 안덕면 산방로 289
오로지,"제주특별자치도 서귀포시 토평남로99번길 14, 1층 (토평동)"
신선초밥,"제주특별자치도 서귀포시 이중섭로 11, 2층 211호 (서귀동)"
싱싱횟집,"제주특별자치도 서귀포시 대정읍 하모항구로 56-1, 1층"
박김식당,"제주특별자치도 서귀포시 대정읍 영락중동로 30, 1층"
예래굼터,제주특별자치도 서귀포시 예래로 223 (하예동)
서가앤쿡서귀포시토평점,"제주특별자치도 서귀포시 검은여로 191, 1층 (토평동)"
ㅤㄸㅗㅅㅤㄸㅗㅅ,제주특별자치도 서귀포시 성산읍 환해장성로 559
채우네소머리국밥,제주특별자치도 서귀포시 중앙로48번길 29 (서귀동)
색달어멍,제주특별자치도 서귀포시 색달중앙로 49 (색달동)
오빠야,"제주특별자치도 서귀포시 성산읍 고성동서로56번길 13, 1층"
187센티멘트,제주특별자치도 서귀포시 서문로28번길 3 (서귀동)
술고래,"제주특별자치도 서귀포시 중문상로17번길 4, A동 1,2호 (중문동)"
홍찜닭,"제주특별자치도 서귀포시 대정읍 보성구억로 209, 104호"
카페에서,"제주특별자치도 서귀포시 성산읍 해맞이해안로 2670, 1층"
스테이카페,"제주특별자치도 서귀포시 색달로72번길 22, 1층 (색달동)"
사해방,"제주특별자치도 서귀포시 천제연로 263, 돈델리 1층 (중문동)"
뼈해장순대해장돈풍년,제주특별자치도 서귀포시 안덕면 사계남로21번길 13
밥통,제주특별자치도 서귀포시 남원읍 태위로 907
산방산고등어쌈밥,"제주특별자치도 서귀포시 대정읍 형제해안로 316, 1층"
감산애안뜰,"제주특별자치도 서귀포시 안덕면 감산서로 14-6, A동"
헤라포차,"제주특별자치도 서귀포시 성산읍 성산등용로17번길 5, 헤라호텔 1층"
내가진짜떡볶이다서귀포점,"제주특별자치도 서귀포시 이중섭로 11, 2층 219호 (서귀동)"
고향제주,"제주특별자치도 서귀포시 태평로 36, 1층 (호근동)"
해주소반,"제주특별자치도 서귀포시 대정읍 글로벌에듀로 370, 105,106호"
은희네해장국중문점,제주특별자치도 서귀포시 중문관광로 348 (중문동)
오씨(OC),"제주특별자치도 서귀포시 표선면 표선중앙로43번길 16, 1층"
하모리초밥,제주특별자치도 서귀포시 대정읍 최남단해안로125번길 42
정겨운식당,"제주특별자치도 서귀포시 동홍북로35번길 78-14, 1층 (동홍동)"
장군오리,"제주특별자치도 서귀포시 대정읍 일주서로2498번길 28, 1층"
고할망네,제주특별자치도 서귀포시 안덕면 사계남로 159-1
탐나식당,제주특별자치도 서귀포시 중앙로 196 (동홍동)
중문이고집,제주특별자치도 서귀포시 천제연로213번길 5-2 (중문동)[*미고시]
낭꾸러기,제주특별자치도 서귀포시 대정읍 가파로 233
블라썸,"제주특별자치도 서귀포시 남성로 136, 1층 (서홍동)"
불특정식당,"제주특별자치도 서귀포시 성산읍 삼달로 239, 1층"
엠버의국수가게,제주특별자치도 서귀포시 중앙로101번길 13-2 (서홍동)
느영나영,"제주특별자치도 서귀포시 남원읍 신흥로13번길 23, 1층"
은하수푸드,제주특별자치도 서귀포시 중산간동로 8007 (동홍동)
에스지중문,"제주특별자치도 서귀포시 천제연로 200, 3층 (중문동)"
바당회,"제주특별자치도 서귀포시 새왓로 6, 1층 101호 (서호동, 수림빌)"
흑돼지꿀꿀이,제주특별자치도 서귀포시 이어도로 933 (법환동)
갈비가맛있다,"제주특별자치도 서귀포시 대정읍 글로벌에듀로 370, 135호,136호동 1층"
해월일식,제주특별자치도 서귀포시 동홍중앙로 88 (동홍동)
천향각,"제주특별자치도 서귀포시 이중섭로 11, 삼일아트리움 2층 208호 (서귀동)"
제주흑돈세상수라간표선직영점,"제주특별자치도 서귀포시 표선면 표선당포로 23, 1층"
효동짬뽕,"제주특별자치도 서귀포시 성산읍 고성동서로 67, 2층"
60계치킨성산점,"제주특별자치도 서귀포시 성산읍 고성동서로56번길 2, 1층"
북촌삼대갈비동홍올레점,제주특별자치도 서귀포시 동홍북로 68 (동홍동)
한결식당,"제주특별자치도 서귀포시 남원읍 하신로 178-28, 1층"
토대력중문점,제주특별자치도 서귀포시 천제연로 172 (중문동)
몬탁영어교육도시점,"제주특별자치도 서귀포시 대정읍 글로벌에듀로 390, B동 1층 110호"
봄봄516점,제주특별자치도 서귀포시 516로 202 (토평동)
샤오츠,"제주특별자치도 서귀포시 성산읍 성산등용로17번길 55, 102-103호 (제주 성산 리치유 클래시아)"
소원김밥,제주특별자치도 서귀포시 쇠소깍로 160 (하효동)
삼성혈해물탕서귀포점,"제주특별자치도 서귀포시 서호남로32번길 31-1, 1층 (서호동)"
준이순대국밥,제주특별자치도 서귀포시 남원읍 남위남성로 10-2
김치찜할래??삼겹살할래??,"제주특별자치도 서귀포시 태평로 487, 1층 (동홍동)"
명륜진사갈비중문점,제주특별자치도 서귀포시 1100로 6 (중문동)
성산한우,제주특별자치도 서귀포시 성산읍 일출로 253
엠엔엘(MNL),제주특별자치도 서귀포시 동홍동로 38 (동홍동)
건축카페코르텐,제주특별자치도 서귀포시 태평로 569 (동홍동)
서귀포백돼지,제주특별자치도 서귀포시 칠십리로91번길 14 (서귀동)
신염천하마라탕,"제주특별자치도 서귀포시 표선면 표선중앙로96번길 6, 1층"
