사업장명,도로명전체주소
씨유제주제성마을점,제주특별자치도 제주시 일주서로 7837 (연동)
송유기,"제주특별자치도 제주시 도령로 87, 현대오피스텔 1층 105호 (연동)"
세븐일레븐제주로얄점,"제주특별자치도 제주시 신대로12길 41, 1층 (연동)"
씨유제주트리플시티점,"제주특별자치도 제주시 연북로 106, 신제주 연동 트리플시티 113호 (연동)"
비하이브,"제주특별자치도 제주시 연화로2길 17, 1층 (연동)"
타이틀리그피씨카페,"제주특별자치도 제주시 연북로 74, 3층 (연동)"
에이바우트커피연북로점,"제주특별자치도 제주시 연북로 161, 1층 (연동)"
제주앨리스연동점,"제주특별자치도 제주시 국기중길 10, 1층 (연동)"
에이바우트커피삼무공원점,"제주특별자치도 제주시 신광로 20, 1층 (연동)"
볕이드는곳벧디2호,제주특별자치도 제주시 은수길 69 (연동)
미미고신제주연동점,"제주특별자치도 제주시 연동7길 14, 1층 (연동)"
카페토스피아제주연동점,"제주특별자치도 제주시 삼무로11길 9, 1층 108호 (연동)"
요거프레소제주제원점,"제주특별자치도 제주시 삼무로 36, 1층 (연동)"
국제꿀꽈배기,"제주특별자치도 제주시 연동1길 8, 1층 (연동)"
씨유제주연미길점,"제주특별자치도 제주시 연미길 101, 1층 (연동)"
트립1849,"제주특별자치도 제주시 연북로 88, 정민빌딩 2층 (연동)"
해를품은달,제주특별자치도 제주시 은수길 69 (연동)
윤스타푸드트럭,제주특별자치도 제주시 은수길 65 (연동)
컴포즈커피연동사거리점,"제주특별자치도 제주시 신대로 124, 1층 (연동)"
지에스25연동하이츠빌점,"제주특별자치도 제주시 신대로6길 14, 1층 (연동, 정우하이츠빌)"
요거트아이스크림맛집연동점,"제주특별자치도 제주시 노연로 103, 1층 109호 (연동, 제주연동리슈빌디에스)"
오빠생각타코야끼,"제주특별자치도 제주시 남녕로 32, 1층 (연동)"
세븐일레븐제주더호텔점,"제주특별자치도 제주시 삼무로 74, 1층 (연동)"
감성커피연동점,"제주특별자치도 제주시 신대로20길 46, 1층 102호 (연동, 연동가나휘닉스1)"
지에스25제주바오젠점,"제주특별자치도 제주시 신광로 21, 1층 (연동)"
지에스25연동베스트점,"제주특별자치도 제주시 성신로1길 30, 1층 (연동)"
바른식빵연동점,"제주특별자치도 제주시 과원북4길 57, 1층 (연동)"
지에스25연동은수길점,"제주특별자치도 제주시 수목원길 23, 1층 (연동)"
너븐팡,"제주특별자치도 제주시 신광로 102-1, 1층 (연동)"
감성커피한라병원점,"제주특별자치도 제주시 도령로 73, 104호 (연동, 연동 펠리체)"
씨유제주국기점,"제주특별자치도 제주시 국기로2길 27, 1층 (연동)"
세븐일레븐제주연동도호점,"제주특별자치도 제주시 연동12길 13, 1층 (연동)"
행복밀랩스앤길드,"제주특별자치도 제주시 은수길 7, 지하1층 (연동)"
크로플덕오리아가씨제주점,"제주특별자치도 제주시 신광로8길 24-1, 1층 101호 (연동, 하이브 0)"
씨유제주연동사거리점,"제주특별자치도 제주시 노연로 145, 1층 (연동)"
세븐일레븐제주에코블루점,"제주특별자치도 제주시 연북로 98, 에코 블루 1층 1호 (연동)"
지미네커피,"제주특별자치도 제주시 연동12길 27, 1층 (연동)"
사뿐,"제주특별자치도 제주시 도령로11길 19, 1층 101-1호 (연동, 현명모던2차아파트)"
비마이볼,"제주특별자치도 제주시 연동14길 7, 1층 (연동)"
에이바우트한라수목원점,"제주특별자치도 제주시 수목원길 35, 1층 (연동)"
씨유제주남해오네뜨점,"제주특별자치도 제주시 삼무로11길 9, 1층 (연동, 남해오네뜨)"
디저트39제주연동대야점,"제주특별자치도 제주시 국기로 19, 1층 (연동)"
제주연동긱스타빽다방,"제주특별자치도 제주시 연동13길 3, 1층 (연동, 진선엘트빌)"
원더캣츠,제주특별자치도 제주시 은수길 69 (연동)
로얄호텔지하매점,"제주특별자치도 제주시 신대로12길 45, 제주로얄호텔 지하1층 (연동)"
메가엠지씨커피제주롯데시티점,"제주특별자치도 제주시 도령로 74, 1층 (연동)"
컴포즈커피연동점,"제주특별자치도 제주시 과원북4길 89, 연동빌딩 1층 (연동)"
빅브라더,"제주특별자치도 제주시 신대로16길 44, 신제주종합시장 1층 (연동)"
보스턴수제버거,"제주특별자치도 제주시 신광로 28, 1층 (연동)"
씨유제주디오션시티점,"제주특별자치도 제주시 신광로 71, 1층 (연동)"
봄봄카페오일장점,"제주특별자치도 제주시 성신북길 36, 1층 101호 (연동, 삼성빌라)"
빽다방제주연동사거리점,"제주특별자치도 제주시 선덕로 1, 하늘그린오피스텔 1층 103호 (연동)"
줄리브신제주점,"제주특별자치도 제주시 수목원길 25, 1층 (연동)"
노기다제주특별자치도의회점,"제주특별자치도 제주시 문연로 13, 제주특별자치도의회 의사당 1층 (연동)"
샌드잇츠,"제주특별자치도 제주시 과원북4길 69, 효정빌딩3차 1층 (연동)"
앤유피시방신제주점,"제주특별자치도 제주시 신광로4길 28, 1층 (연동)"
배스킨라빈스제주도청점,"제주특별자치도 제주시 신대로 124, 1층 (연동)"
커피핌,"제주특별자치도 제주시 신대로16길 6, 1층 101호 (연동)"
해피로피씨제주연동점,"제주특별자치도 제주시 연북로 82, 신성빌딩 2층 (연동)"
아임누,"제주특별자치도 제주시 선덕로 36, 1층 제2호 (연동)"
디오커피랩,"제주특별자치도 제주시 과원로 70, 1층 (연동)"
세븐일레븐제주현대오피스텔점,"제주특별자치도 제주시 도령로 87, 현대오피스텔 1층 103호 (연동)"
봄봄신제주점,"제주특별자치도 제주시 신대로 67, 1층 (연동)"
푸르릇,"제주특별자치도 제주시 삼무로11길 9, 1층 110호 (연동, 남해오네뜨)"
세븐일레븐제주연동제일점,"제주특별자치도 제주시 연화로2길 1, 1층 (연동)"
헬시바비,"제주특별자치도 제주시 신광로6길 25, 2층 209호 (연동, 제원아파트)"
씨유제주스카이점,"제주특별자치도 제주시 노연로 117-1, 1층 (연동, 거송빌)"
이룸갤러리카페,"제주특별자치도 제주시 일주서로 7827-1, 2층 (연동)"
읍천리382제주연동점,"제주특별자치도 제주시 연북로 82, 신성빌딩 1층 (연동)"
세븐일레븐제주연동아이빌,"제주특별자치도 제주시 신대로22길 25, 아일랜드마이빌 1층 (연동)"
씨유제주연문로점,"제주특별자치도 제주시 연문2길 3, 1층 (연동)"
신동아사우나매점,"제주특별자치도 제주시 신대로10길 27, 2층 (연동)"
샐러두잇,"제주특별자치도 제주시 비월1길 12, 1층 (연동, 옥산빌라)"
오마이파운드,"제주특별자치도 제주시 은남4길 40, 1층 (연동)"
벌크커피신제주점,"제주특별자치도 제주시 삼무로 18, 제주연동 하우스디어반 1층 101호 (연동)"
로드33,"제주특별자치도 제주시 문송길 33, 행복채움 1층 101호 (연동)"
씨유제주제원중앙점,"제주특별자치도 제주시 제원3길 25, 1층 (연동)"
세븐일레븐제주연동길점,"제주특별자치도 제주시 연동13길 33, 1층 (연동)"
크라우드피시제원점,"제주특별자치도 제주시 연동7길 16, 3층 (연동)"
제주휘낭시에,"제주특별자치도 제주시 과원북4길 61, 1층 (연동)"
올래국수,"제주특별자치도 제주시 귀아랑길 24, 1층 (연동)"
지에스25연동서강점,"제주특별자치도 제주시 신대로16길 43, 광성빌딩 1층 (연동)"
원더샌드위치연동점,"제주특별자치도 제주시 귀아랑길 13, 1층 (연동)"
씨유제주연오로점,"제주특별자치도 제주시 연오로 108, 1층 (연동)"
도그헤븐,"제주특별자치도 제주시 삼무로 74, 2층 (연동)"
씨유제주연동센터점,"제주특별자치도 제주시 신광로 103, 신제주오피스텔 1층 107호 (연동)"
명식당신제주점,"제주특별자치도 제주시 사장길 28-1, 1층 (연동, 연동한두빌라)"
올리브나무,"제주특별자치도 제주시 연동8길 28, 1층 7호 (연동, 청목더웰연동)"
물,"제주특별자치도 제주시 삼무로11길 9, 1층 105호 (연동, 남해오네뜨)"
정직유부제주연동점,"제주특별자치도 제주시 연화로1길 9, 1층 (연동)"
씨유제주삼동점,"제주특별자치도 제주시 삼동길 20, 1층 (연동)"
커피커넥쳐스,"제주특별자치도 제주시 신대로22길 20, 1층 (연동)"
지에스25선덕점,"제주특별자치도 제주시 선덕로 26, 1층 106호 (연동, 고정아파트)"
오뚜기,"제주특별자치도 제주시 신대로12길 51 (연동,로얄쇼핑 B2.27,28호)"
1984에이치,"제주특별자치도 제주시 은수길 69, 수목원 테마파크 관광지 내 (연동)"
베트남,"제주특별자치도 제주시 은수길 69, 수목원 테마파크 관광지내 (연동)"
피그뱅,"제주특별자치도 제주시 은수길 69, 수목원 테마파크 관광지 내 (연동)"
디에이치푸드트럭,"제주특별자치도 제주시 은수길 69, 수목원 테마파크 관광지 내 (연동)"
테이크아웃제주,"제주특별자치도 제주시 은수길 69, 수목원 테마파크 관광지 내 (연동)"
달코넛해적단,"제주특별자치도 제주시 은수길 69, 수목원테마파크 관광지 내 (연동)"
진돼지푸드트럭,"제주특별자치도 제주시 은수길 69, 수목원 테마파크 관광지 내 (연동)"
서울촌놈인제주,"제주특별자치도 제주시 은수길 69, 수목원 테마파크 관광지 내 (연동)"
몽돌보롬,"제주특별자치도 제주시 은수길 69, 수목원 테마파크 관광지내 (연동)"
서프사이드그릴,"제주특별자치도 제주시 은수길 69, 수목원 테마파크 관광지 내 (연동)"
제주이씨,"제주특별자치도 제주시 은수길 69, 수목원 테마파크 관광지 내 (연동)"
와이키키제주,"제주특별자치도 제주시 은수길 69, 수목원 테마파크 관광지 내 (연동)"
공육사,"제주특별자치도 제주시 은수길 69, 수목원 테마파크 관광지 내 (연동)"
씨유제주다들점,"제주특별자치도 제주시 도령로15길 8, 1층 (연동)"
오늘쉐프연동점,"제주특별자치도 제주시 선덕로 22, 1층 103호 (연동, 연동 위더스빌)"
솔라니빙떡,"제주특별자치도 제주시 남녕로 36, 1층 101호 (연동, 영진그린빌라)"
씨유제주신광점,"제주특별자치도 제주시 성신로 20, 1층 (연동)"
보스턴스터디카페,"제주특별자치도 제주시 비월길 22, 1층 101호 (연동)"
세븐일레븐제주그랜드호텔점,"제주특별자치도 제주시 연동4길 8, 1층 (연동)"
세븐일레븐신대로점,"제주특별자치도 제주시 신대로 149, 1층 (연동)"
씨유제주신광새길점,"제주특별자치도 제주시 성신북길 19, 1층 (연동)"
부림온천구내매점(여탕),"제주특별자치도 제주시 과원로 70, 지하1층 (연동)"
카페이유,"제주특별자치도 제주시 남녕로 54, 1층 101호 (연동, 위더스빌)"
세븐일레븐제주삼무점,"제주특별자치도 제주시 삼무로9길 35, 1층 (연동)"
진품꽈배기,"제주특별자치도 제주시 신대로 147, 101호 (연동, 로스터빌)"
랭커피씨제주삼무점,"제주특별자치도 제주시 신광로 16, 지하1층 (연동)"
크라우드피씨방제주삼무점,"제주특별자치도 제주시 신광로 16, 1층 101호 (연동)"
에이치앤케이푸드,"제주특별자치도 제주시 도령북길 1, 1층 (연동)"
씨유제주삼무공원점,"제주특별자치도 제주시 삼무로3길 50, 1층 (연동)"
세븐일레븐제주펠리체점,"제주특별자치도 제주시 도령로 73, 1층 102호 (연동, 연동 펠리체)"
만가복,"제주특별자치도 제주시 연동1길 35, 1층 (연동)"
토라네코제주본점,"제주특별자치도 제주시 삼무로11길 9, 1층 103호 (연동, 남해오네뜨)"
지에스25연동가락점,"제주특별자치도 제주시 연동9길 26, 1층 (연동)"
영영상점연동38호상점,"제주특별자치도 제주시 연오로 95, 101호 (연동, 연오빌라)"
귀아랑2길베이커리카페,"제주특별자치도 제주시 귀아랑2길 8, 1층 (연동)"
메가엠지씨커피제주중앙중점,"제주특별자치도 제주시 선덕로 17, 1층 102호 (연동, 연동세일빌라)"
세븐일레븐제주연동노연점,"제주특별자치도 제주시 노연로 101, 영창빌딩 1층 (연동)"
카페노연로117,"제주특별자치도 제주시 노연로 117, 연동빌딩 1층 (연동)"
